Dates,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,PR,RI,SC,SD,TN,TX,UT,VA,VI,VT,WA,WI,WV,WY
2019-01-01,89.91254381011842,55.73016458274251,45.720718152515644,70.06196992884136,77.24317681190605,67.09358281982276,37.93965481531438,83.2482293745906,37.77379207084222,77.23097231531311,67.76081428476391,177.51283930928867,58.16408361787626,65.35975635253956,54.10925496540398,54.83837081761246,66.84384948188948,45.86735187699575,51.27811901736472,52.65626964511093,41.0306926889982,52.95578117175044,56.08504204060735,56.54907318157585,47.756755932792046,55.50880140768682,72.6533388249647,48.496276782231604,81.08758466383529,61.70824783992154,56.26688354336426,38.607646544247636,66.12575887454807,73.16598904323773,70.98332836516029,47.34416623610339,54.81031795823476,71.87241872721962,50.5443887178989,52.42629202671407,44.608603842476505,53.40948192524879,66.135228748911,55.39303143337361,67.7778420161307,72.02624403354552,56.87071370559119,73.11228315137511,21.042621508688974,72.24933938985649,48.77082938469988,45.77278256007124,61.67611500531656
2019-01-07,110.30925503184237,53.140201716201524,46.92695525562256,60.1552820359345,72.62756315726716,62.61003254235807,42.44634616924457,72.7336331765391,32.91216827406658,70.44807177708726,62.514006848441426,166.34102418851694,47.92214166364826,67.37094382639107,52.552236293729756,37.5320577831379,63.8083986078192,37.90985891782654,42.93749576836741,55.29991439917025,40.48838110732929,60.18477264745229,51.53338859010392,61.21930382949033,44.75810720799609,44.200355915058935,72.72177371037297,45.914991724758856,61.69219600364774,46.71207524167489,57.905548672914485,46.56254231690439,50.43042721967642,73.67091832014661,71.69852780444774,41.81677884115608,49.519542010022136,63.691063992595936,51.31024042638649,58.38307686494285,43.714521968567226,59.877417541276536,63.018021105478546,48.51110359695571,77.44288081729185,51.039540211088735,50.63754130748696,170.4859037144726,44.60644991195944,61.94270019577538,51.66845371429735,35.28972649523462,68.19750047608034
2019-01-14,97.00856528366245,38.361154563945334,41.87672720023723,54.857468004068586,73.20520630709603,66.18926804681313,44.67623354848898,66.71342190503009,32.996144980303825,71.91149904013454,61.655747179556705,121.11363834318753,37.15006846304386,64.29262770149586,47.92371017223303,36.60082312025937,59.16350408932226,38.98206596723474,39.713948960050324,56.36058084352878,39.488226337079126,56.81817607371777,50.088065007722264,65.53223063301276,45.97854071039606,46.01460243345779,54.67089339893434,44.28819253636561,49.81102366199254,43.583269715384105,45.08035245841589,47.70725894418799,48.6248822305379,71.49034239697481,72.54485496126888,36.43865275195021,43.25861129132374,59.92305898173894,49.62072926351593,48.30141467786664,55.93304678535763,41.71439410222063,59.81234241577379,46.8981111819416,76.0394866402224,60.67354084916098,50.89203956705793,79.66765847144983,39.87857296232789,65.6623816686412,54.88672823250239,38.435432393533375,67.84169329840977
2019-01-21,92.4016504219018,42.22453961185373,46.483604230962676,65.98525074141062,72.75612738628455,65.872856680262,44.48888127466718,74.66794169398511,35.719587015882915,78.30403749677761,66.88834363667318,130.24532045145614,38.089086384894436,68.7016942091116,50.685221376929455,36.51426848028403,55.73406439481749,39.96667367976366,39.78296683038626,56.23111031887213,42.90043734236669,63.20178572280479,50.51792254812865,64.87844691320751,48.21977357252799,41.99084754247522,62.58310976153971,45.49438269110677,52.92352606748773,46.9386086393414,43.726247988973675,50.32272693166056,49.4634504931475,72.57095796315929,81.24888100176263,38.37127690223647,42.292712732285224,71.45588673481424,51.72751008979354,50.167705022310734,40.46388960376423,42.8556984765841,70.42515830213861,51.896873703631464,75.00896831569561,59.353221518111454,51.954008902196776,162.90402902458095,55.05550311554789,69.53500082093191,53.46564685410431,37.06805703237767,65.2015831147713
2019-01-28,106.52999908966233,34.6686588786394,44.268627887130606,83.54816146091753,74.7566306015339,60.87244648900547,38.513318756731024,66.03181376293367,41.35299452089213,80.69557792986578,74.22778860096741,112.60232920037053,39.37143222098252,59.67858283774191,47.062481789049805,38.90961915267437,51.88521733003656,38.24851228956807,36.29983297789737,54.36051190554818,35.33172462765437,67.6057485655492,45.74510565403025,58.68568466941413,42.724815875685344,39.73996020143188,55.058576237967365,43.1023180511605,45.87858662304751,45.37322289999159,51.11525788861569,45.4709133131972,55.15920434947956,71.88609090798488,92.10624213863224,34.90516367251198,44.23425715602081,65.0730370608395,49.013341497358525,38.40053363922268,43.3406548178555,40.89242614198276,55.327896100411,48.79589109990216,73.37292051196586,55.7842248471339,47.35702525179782,117.62007663697563,42.86942516798609,63.32108935225437,48.80704835034974,31.925721993081734,53.679553573211315
2019-02-04,88.77036073277344,34.304596149463364,36.40934158010134,48.239660732342934,62.30463691800753,57.9280597128173,37.605020198363725,62.45185059990835,42.570929408411736,65.1381625061634,56.513601135065954,107.58515047106872,34.04672356308159,46.60303286111218,45.9492213007401,32.163327844325146,47.53808343451519,36.59988543453979,36.1839964202306,49.53739014738051,33.39035920168861,53.19866575229098,44.70799235025735,53.839195396980784,38.87360261075915,40.235630556569916,49.80903388633799,40.03101634080194,46.268026187217764,42.89744903824929,50.963701535468616,39.99721229970973,44.39843406907488,62.415639851714445,62.82071535872314,33.42411833815666,37.834489912149444,55.36592315274449,47.99969735350912,38.80494783344534,37.00155231689548,37.32845912543149,46.13192581333416,44.02226931668623,66.60778840118759,51.164710904440895,44.05441825014965,55.73612520588812,43.13120252080273,55.34728164097828,43.058856274624716,32.02507255098968,55.45580320625283
2019-02-11,123.9971116806168,41.77874640195717,41.81242387944211,52.263046538922346,72.6878481930191,63.22307193487315,46.07713707691016,79.37302566294359,39.26906444806985,69.64950646454157,62.06753247241582,127.58748840326525,43.629218975624184,61.51352539585742,53.62063432691964,40.45506381781621,54.63243532473863,42.152303544575275,37.899286301568836,59.51855760945359,39.76135721769573,57.90275881018724,51.68024856510667,57.95608330616876,44.301093701066506,43.46186601271623,61.42366125540805,46.87399372665546,71.72330245452896,48.384850939774424,58.25845819536541,43.796591059131806,51.636066241010326,71.73675593199633,69.83694404504473,39.252579306909,43.28735832651304,61.78949450853923,50.54591051837737,40.570460698165576,37.867176509989385,42.70389125853133,65.18990866377385,49.054488766190566,76.80751235198605,70.54670942106885,52.563506977866986,149.13541610919071,36.77803311265109,65.9444984529867,52.816705901704566,36.93833786082745,48.97746987898729
2019-02-18,99.23209072249726,40.46921804289145,45.40931876916858,48.52887868216089,72.41020631414585,63.36768664226702,42.56351597677954,85.35591844863238,42.54360511863301,69.77834900247255,61.91606542160043,124.28041131075416,41.83459716071029,60.04856886199236,53.74999714252096,41.683553906281205,57.72465557470342,38.59543513335817,37.8733187354527,62.86387473131608,38.34891556864539,64.04640866093855,55.562941798144934,62.807503432691206,47.84324195218383,42.629744958869324,55.49173153380232,47.84524762618231,68.23972512187287,47.02539784356989,53.8000746147064,46.14995417489372,48.02352220657653,69.43928139775201,78.43222007001243,39.77113663260378,45.88100076197503,69.24253586802323,50.000462336471706,31.67161245481156,55.650849669468826,40.80901897488287,68.5947203474239,49.086385213451564,78.84814331865739,70.19991883327741,51.107122661766226,193.43900815556006,59.04412410223182,66.42562470807863,51.81773009917247,41.27601255164088,70.2068320681523
2019-02-25,123.79651764455781,43.41542673600328,42.99985866015867,54.25945622972325,71.55058930820351,65.5535276004443,44.10460589714229,74.35172428054274,40.61240079356279,72.08800573319087,62.28312301922789,130.38659454567917,48.98632106706571,64.07803271671732,52.12161683147322,42.734058499187654,58.14001350777997,39.875506296360165,42.08247922586145,55.66666410386329,42.65492008324507,45.99722799150512,64.9223230091817,63.44072507047803,46.92925159727556,45.337465947515255,65.94229203871035,52.59046661639433,65.84448026302815,44.38786589653049,60.09939917611428,47.92929515600269,50.15044962488957,68.80630593736707,71.09492387281036,43.086041167257434,43.37503532475614,65.57894102146739,56.015147769584544,32.07752379399535,44.031108765898,42.1671544997368,73.38177933255237,54.13677286765426,77.01687907073537,56.962421690514965,54.83324546675141,158.53551428478988,65.75926235463712,72.79585662486517,53.90665380635342,43.42818491782784,64.00841307156307
2019-03-04,117.22354346932357,49.79689103275245,41.10735941776763,57.38488542680894,70.5291002440606,63.22434169108686,44.584571646888094,81.48662427399316,37.95472931332569,67.9431905697934,59.682826967607866,120.40869572002698,43.6254494637026,67.92023623688343,50.53302401652878,47.88377362511497,79.31556689897383,43.94541666974101,43.418996603088395,58.77466054490638,41.85425322572444,58.237565425661344,62.85609224196162,64.45995733733206,44.5818935072727,51.9864914487834,59.26721218472857,58.8652562846719,74.65452809445692,57.93390559870131,55.09614564064174,45.32091549003189,52.282934560471084,68.27653008861029,66.53324326709955,46.141068826972855,40.54557915078769,60.264830781091376,54.58659084624572,45.52958096947842,53.84311824137784,47.38728246990171,62.39270113212639,56.33263103927617,78.36951744341192,60.899017465516714,59.253627151274905,256.1535832692736,57.30444682168758,70.36524806444324,48.42900320266892,44.4832748930113,62.16521602149739
